State,Action,Q-Value
"(2, 5)",up,-0.37391173136861716
"(2, 5)",down,-0.18318127141108603
"(2, 9)",up,-0.3074877656321404
"(2, 9)",down,-0.3062101737605338
"(3, 0)",up,-0.5619076675705291
"(3, 0)",down,-0.5607991172012363
"(3, 0)",right,-0.5610252520590944
"(3, 1)",down,-0.5408846596528617
"(3, 1)",left,-0.5404061528606163
"(3, 1)",right,-0.5402903079165244
"(3, 2)",down,-0.529275459279733
"(3, 2)",left,-0.5293301210662625
"(3, 2)",right,-0.6146810547172983
"(3, 3)",down,-0.1873786087307959
"(3, 3)",left,-0.18795867269276587
"(3, 5)",up,-0.31660008168175535
"(3, 5)",down,-0.4587235472855407
"(3, 5)",right,-0.09164978701767876
"(3, 6)",down,-0.5730477813313978
"(3, 6)",left,-0.2409370912079248
"(3, 6)",right,0.009606333836002783
"(3, 7)",down,0.121902547138185
"(3, 7)",left,-0.17502750965119962
"(3, 7)",right,-0.20040029625184194
"(3, 8)",down,-0.19981150500782324
"(3, 8)",left,-0.10801782995933419
"(3, 8)",right,-0.20295187032510237
"(3, 9)",up,-0.2508075485872678
"(3, 9)",down,-0.24896966565883857
"(3, 9)",left,-0.247003046025588
"(4, 0)",up,-0.5364554470998674
"(4, 0)",down,-0.5359814007367079
"(4, 0)",right,-0.5358106248482527
"(4, 1)",up,-0.5263036586708334
"(4, 1)",down,-0.5260764723412986
"(4, 1)",left,-0.526072252796222
"(4, 1)",right,-0.5260463520470494
"(4, 2)",up,-0.5175875137595477
"(4, 2)",down,-0.5173201602540284
"(4, 2)",left,-0.5177547275187391
"(4, 2)",right,-0.5172095602317519
"(4, 3)",up,-0.5318624276397774
"(4, 3)",down,-0.509442502979187
"(4, 3)",left,-0.5099820194666272
"(4, 5)",up,-0.005856859328718306
"(4, 5)",down,0.5245912080601015
"(4, 5)",right,-0.043843945876255556
"(4, 6)",up,-0.041055472924398304
"(4, 6)",down,-0.04466127807166677
"(4, 6)",left,-0.07910271042770249
"(4, 6)",right,0.03598447810246839
"(4, 7)",up,-0.10770759967047418
"(4, 7)",down,0.24658626111784462
"(4, 7)",left,-0.4634268194592587
"(4, 7)",right,-0.1491446817407591
"(4, 8)",up,-0.17638584883267822
"(4, 8)",down,-0.25608117901386707
"(4, 8)",left,-0.040146496462207325
"(4, 8)",right,-0.17186049866729183
"(4, 9)",up,-0.20621896430992542
"(4, 9)",down,-0.2047334003235566
"(4, 9)",left,-0.2030675884388117
"(5, 0)",up,-0.5138249976387169
"(5, 0)",down,-0.5134028619868444
"(5, 0)",right,-0.5132250054173563
"(5, 1)",up,-0.5078275089987497
"(5, 1)",down,-0.5077028386646136
"(5, 1)",left,-0.5076998217081237
"(5, 1)",right,-0.5079106454931878
"(5, 2)",up,-0.502679429259512
"(5, 2)",down,-0.5025298779487326
"(5, 2)",left,-0.5026991179821224
"(5, 2)",right,-0.5026050421901668
"(5, 3)",up,-0.5013149435686025
"(5, 3)",down,-0.5015034619957344
"(5, 3)",left,-0.501713002231767
"(5, 5)",up,0.0
"(5, 5)",down,0.0
"(5, 5)",right,0.0
"(5, 6)",up,-0.03298960632543064
"(5, 6)",down,0.00437297749668189
"(5, 6)",left,0.6463253740135826
"(5, 6)",right,0.002460690053032224
"(5, 7)",up,-0.02338220526967507
"(5, 7)",down,0.3850996435910843
"(5, 7)",left,-0.2644304083303394
"(5, 7)",right,-0.4870994279533994
"(5, 8)",up,-0.029939035676243706
"(5, 8)",down,-0.04348111470408589
"(5, 8)",left,0.05995882723738358
"(5, 8)",right,-0.03591290901959696
"(5, 9)",up,-0.18667870985093063
"(5, 9)",down,-0.1864902079372421
"(5, 9)",left,-0.21127495917657532
"(6, 0)",up,-0.4916344871289895
"(6, 0)",down,-0.4909350582985368
"(6, 0)",right,-0.49142165935729126
"(6, 1)",up,-0.48622685904807905
"(6, 1)",down,-0.48624092658688
"(6, 1)",left,-0.4867262822295165
"(6, 1)",right,-0.48649596412749885
"(6, 2)",up,-0.48157881279519427
"(6, 2)",down,-0.48175140810816985
"(6, 2)",left,-0.4819198654564143
"(6, 2)",right,-0.48164736918804085
"(6, 3)",up,-0.4918577835009984
"(6, 3)",down,-0.5108494183387335
"(6, 3)",left,-0.4915718181122087
"(6, 5)",up,0.8999999999592946
"(6, 5)",down,-0.4385969487075724
"(6, 5)",right,0.33552130739713637
"(6, 6)",up,-0.3970385977476585
"(6, 6)",down,-0.4166275873430785
"(6, 6)",left,0.7099999993728715
"(6, 6)",right,0.16762553804142136
"(6, 7)",up,0.08504169305158113
"(6, 7)",down,0.07091045742991978
"(6, 7)",left,0.5389999945259001
"(6, 7)",right,-0.5018612134877793
"(6, 8)",up,-0.05439009102164538
"(6, 8)",down,-0.020077051044566686
"(6, 8)",left,0.14037581367538537
"(6, 8)",right,-0.01872516925374998
"(6, 9)",up,-0.16401872896263298
"(6, 9)",down,-0.16449322636236355
"(6, 9)",left,-0.19228181291972965
"(7, 0)",up,-0.468853186499093
"(7, 0)",down,-0.46778424838223764
"(7, 0)",right,-0.4682492256905917
"(7, 1)",up,-0.4605713173108929
"(7, 1)",down,-0.46008097027409245
"(7, 1)",left,-0.4608792039709687
"(7, 1)",right,-0.46037488684300976
"(7, 2)",up,-0.4453678939138267
"(7, 2)",down,-0.4436966102150721
"(7, 2)",left,-0.4446717117128242
"(7, 2)",right,-0.4838950855715808
"(7, 3)",up,-0.13455080975847694
"(7, 3)",down,-0.13457870355958554
"(7, 3)",left,-0.133898952627811
"(7, 5)",up,0.4295369115438099
"(7, 5)",down,-0.014048327140666799
"(7, 5)",right,-0.07600573944593421
"(7, 6)",up,0.3196621315266682
"(7, 6)",down,-0.013997450731406461
"(7, 6)",left,-0.0697984140499948
"(7, 6)",right,0.0020274041819194405
"(7, 7)",up,0.3842975784391013
"(7, 7)",down,-0.06913481892546373
"(7, 7)",left,-0.3580706576531538
"(7, 7)",right,-0.0953294696297519
"(7, 8)",up,-0.1348274274011826
"(7, 8)",down,-0.11195562068175728
"(7, 8)",left,-0.022458850687373622
"(7, 8)",right,-0.11247017087580478
"(7, 9)",up,-0.13847824946600523
"(7, 9)",down,-0.13850885599492774
"(7, 9)",left,-0.1380816401163441
"(8, 0)",up,-0.44673959864701895
"(8, 0)",down,-0.447129429856047
"(8, 0)",right,-0.4467192625016103
"(8, 1)",up,-0.4333239231757418
"(8, 1)",down,-0.43301818975493067
"(8, 1)",left,-0.43310983934716357
"(8, 1)",right,-0.4329717342361228
"(8, 2)",up,-0.400049368684741
"(8, 2)",down,-0.3988277258245532
"(8, 2)",left,-0.4034280736972785
"(8, 2)",right,-0.3766020497054622
"(8, 3)",up,-0.44751604301059045
"(8, 3)",down,-0.34421950774794285
"(8, 3)",left,-0.3472727058668927
"(8, 3)",right,-0.2799531631826081
"(8, 4)",down,-0.29596834891361073
"(8, 4)",left,-0.2911246138703504
"(8, 4)",right,-0.1616350137782345
"(8, 5)",up,-0.3057444016357192
"(8, 5)",down,-0.24178824784087344
"(8, 5)",left,-0.23561929420464056
"(8, 5)",right,-0.03207667847910593
"(8, 6)",up,-0.2926139594530003
"(8, 6)",down,-0.1926533327319155
"(8, 6)",left,-0.18270603434309599
"(8, 6)",right,0.10265625878660406
"(8, 7)",up,0.24062349650836848
"(8, 7)",down,-0.14376440818697747
"(8, 7)",left,-0.12847979905186496
"(8, 7)",right,-0.13665883801180545
"(8, 8)",up,-0.12845522221017625
"(8, 8)",down,-0.12829475712306065
"(8, 8)",left,-0.10267289843314488
"(8, 8)",right,-0.1306399513375352
"(8, 9)",up,-0.13568308957693068
"(8, 9)",down,-0.13530734319481094
"(8, 9)",left,-0.135647271785862
"(9, 0)",up,-0.43451393903638025
"(9, 0)",right,-0.43471012517072993
"(9, 1)",up,-0.42090391067853306
"(9, 1)",left,-0.4203901628844317
"(9, 1)",right,-0.4203066877228385
"(9, 2)",up,-0.3918533355471539
"(9, 2)",left,-0.3910900155869856
"(9, 2)",right,-0.3906952123724918
"(9, 3)",up,-0.34973142293526743
"(9, 3)",left,-0.35027011336937147
"(9, 3)",right,-0.3498021819734563
"(9, 4)",up,-0.2965929793441869
"(9, 4)",left,-0.30381388081382776
"(9, 4)",right,-0.30133746450677074
"(9, 5)",up,-0.238065014461507
"(9, 5)",left,-0.25132314203148054
"(9, 5)",right,-0.2494564212727351
"(9, 6)",up,-0.16676439074773097
"(9, 6)",left,-0.20162582568725573
"(9, 6)",right,-0.19705469252354832
"(9, 7)",up,-0.11538180711296799
"(9, 7)",left,-0.15724062865136507
"(9, 7)",right,-0.15303745880287228
"(9, 8)",up,-0.14061165580406418
"(9, 8)",left,-0.14030012423056842
"(9, 8)",right,-0.13991533514011412
"(9, 9)",up,-0.1373806214637075
"(9, 9)",left,-0.1379549591116852
